x,y
66.5783,52.9008
66.182,53.4722
66.0503,53.9829
65.9979,54.3826
65.9302,54.7067
65.7424,55.117
65.2561,55.4599
64.7629,55.7311
64.2563,56.1329
63.9248,56.5151
63.52,56.777
63.1736,56.813
62.8573,56.8493
62.7411,56.7923
62.5415,56.6711
62.3046,56.5904
62.114,56.5372
61.7732,56.4905
61.3722,56.46
60.68,56.4713
59.936,56.6129
59.3563,56.6138
58.7869,56.5647
58.2917,56.546
57.7632,56.4294
57.1292,56.1934
56.3542,55.8884
55.2617,55.4262
53.9935,54.8711
52.4283,54.1415
50.7124,53.3478
48.9103,52.4654
47.0855,51.5381
45.4451,50.595
43.836,49.6504
42.4169,48.5905
41.0389,47.5143
39.8094,46.3215
38.5822,45.0556
37.4751,43.6828
36.4118,42.3941
35.4279,41.0597
34.6067,39.7093
33.9585,38.4565
33.488,37.2174
33.2477,36.096
33.1638,34.9966
33.3309,34.0523
33.5941,33.0175
33.976,32.0387
34.422,31.0397
34.9348,29.9914
35.6691,29.0034
36.4764,28.0972
37.5336,27.2466
38.7939,26.438
40.2269,25.7164
41.9655,25.0724
43.7625,24.5314
45.7453,24.1297
47.7502,23.8358
49.8268,23.5045
51.9106,23.3096
53.9183,23.283
55.9774,23.3178
57.9687,23.3159
59.866,23.4438
61.4344,23.5138
62.9333,23.6193
64.3928,23.8238
65.8644,23.9552
67.3092,24.1957
68.7652,24.4745
70.3145,24.906
71.9299,25.3221
73.3118,25.8059
74.7564,26.3898
76.104,26.9354
77.373,27.4823
78.5215,28.1442
79.5769,28.8493
80.6822,29.7465
81.6804,30.6204
82.4321,31.5641
83.2632,32.5858
83.9578,33.5722
84.3693,34.4343
84.5762,35.3072
84.7301,36.0035
84.7136,36.5832
84.7239,37.1698
84.8189,37.8069
84.8394,38.5731
84.8851,39.5266
84.9554,40.7569
84.9484,42.0037
84.709,43.2476
84.4195,44.5517
84.0038,45.7603
83.5752,46.8684
82.9998,48.0722
82.4408,49.0331
81.8483,50.0612
81.0526,51.0872
80.1187,52.1519
79.1447,53.2318
77.9237,54.336
76.6669,55.4489
75.2461,56.5906
73.8847,57.6129
72.4044,58.7113
70.8272,59.6187
69.2136,60.5371
67.4076,61.3105
65.4752,62.0609
63.5845,62.8006
61.7327,63.5096
59.986,63.9847
58.346,64.5544
56.8769,64.9473
55.6966,65.307
54.8193,65.5631
53.9955,65.7511
53.3972,65.8495
52.8933,65.8515
52.649,65.8697
52.7045,65.8744
52.8236,65.8501
52.9634,65.7714
53.088,65.6492
53.2896,65.4984
53.4911,65.3586
53.7203,65.2214
53.9573,65.0777
54.228,64.8736
54.395,64.8106
54.6122,64.7168
54.758,64.7296
54.9559,64.6347
55.0145,64.6451
55.0878,64.6292
55.1146,64.577
55.0603,64.4858
55.0914,64.4669
55.116,64.3782
55.1192,64.2267
55.1511,64.0592
55.1724,63.9015
55.238,63.6921
55.1782,63.5343
55.3426,63.2662
55.6175,62.9983
55.9409,62.6989
56.4237,62.4297
