x,y
61.7741,42.1504
60.5877,43.026
59.3647,43.4083
58.6561,42.608
57.9037,41.8783
55.9837,41.0941
53.6329,40.0683
51.1005,38.5725
48.4403,36.9657
45.9741,34.9027
43.4716,32.7551
40.9828,30.4085
38.958,27.7073
37.3703,25.391
36.3489,23.0442
36.0705,20.8582
36.1493,18.9081
36.9892,17.2014
38.3108,15.6315
40.3628,14.4013
42.8819,13.4164
46.101,12.4388
50.2321,11.8279
55.1301,11.0242
60.2721,10.928
63.2013,11.6726
65.9102,12.3068
68.3341,13.5277
70.7702,14.7872
73.0514,16.1261
75.5483,17.5007
77.3712,19.2132
77.7741,21.5671
77.2716,23.8145
76.9742,25.6207
76.8287,26.4227
76.5908,26.6444
76.5,26.7605
76.4202,26.5106
75.7773,26.9073
74.2544,28.4408
72.545,30.3844
70.9944,32.5327
69.0844,35.2848
66.9838,37.9468
64.7769,40.631
62.1465,43.3089
