x,y
89.2215,53.7851
89.1277,53.5814
89.1341,53.5229
89.1901,53.485
89.2787,53.5407
89.3883,53.6879
89.4387,53.7667
89.447,53.8089
89.5061,53.7903
89.4796,53.6884
89.4477,53.6297
89.4551,53.6173
89.4766,53.6083
89.4594,53.3435
89.4624,53.4634
89.4777,53.9157
89.5042,53.9772
89.4747,54.1785
89.4161,54.0727
89.3117,54.3155
89.1792,54.5634
89.063,54.7441
88.9593,54.9295
88.8988,55.0497
88.8074,55.2297
88.7507,55.36
88.6884,55.5561
88.5014,55.9403
87.8404,57.2142
87.212,57.9982
86.7493,58.5698
86.0886,59.6599
85.387,60.6966
84.6774,61.4917
84.2187,62.2897
83.9717,62.8828
83.8284,63.3035
83.7454,63.5906
83.6582,63.7652
83.6151,63.8539
83.5456,63.904
83.4265,63.9341
83.2727,64.0772
82.1002,65.6117
81.0236,66.9586
80.3121,68.0965
79.7988,69.1065
79.2444,69.8863
78.7396,70.8563
78.3202,71.7152
77.9172,72.2376
77.6177,72.668
77.107,73.3759
76.1582,74.4378
74.856,75.596
73.508,77.0254
72.1565,78.3466
70.6025,79.8731
68.8217,81.2931
67.1487,82.9862
65.6757,84.4707
64.702,85.7317
64.0839,86.6152
63.7029,87.2262
63.6268,87.7222
63.7033,87.7932
63.7104,87.6302
63.6381,87.5622
63.626,87.5896
63.5542,87.4197
63.5629,87.322
63.5451,87.2696
63.5808,86.9724
63.7206,86.7556
63.8379,86.5055
64.0304,86.3365
64.1907,86.1566
64.3846,85.9629
64.5055,85.7367
64.556,85.5261
64.5384,85.3648
64.4764,85.2179
64.4003,85.0907
64.3239,84.9556
64.2506,84.8289
64.1661,84.6869
64.0223,84.5148
63.8945,84.3347
63.7556,84.1246
63.5039,83.8662
63.2843,83.5855
63.0937,83.1758
62.8826,82.8337
62.6159,82.4741
62.3346,82.0557
61.9544,81.5468
61.5488,81.0299
61.1435,80.5408
60.7231,79.991
60.2783,79.4106
59.8007,78.6648
59.2787,77.9651
58.7987,77.2185
58.2048,76.3856
57.5232,75.6737
56.8204,74.9325
56.0255,74.0054
55.1982,73.1667
54.3621,72.3699
53.4846,71.4541
52.6491,70.5127
51.6894,69.5442
50.7477,68.6776
49.7428,67.8703
48.8318,67.0228
47.7752,66.1381
46.8605,65.4106
46.043,64.5654
45.3127,63.8936
44.6122,63.1616
43.9991,62.4428
43.4309,61.8878
42.9493,61.4455
42.5815,61.0041
42.3757,60.6164
42.2577,60.3445
42.185,60.1921
42.1711,60.137
42.1569,60.1118
42.1726,60.1515
42.1818,60.2342
42.1767,60.3775
42.2078,60.4071
42.2439,60.4878
42.314,60.5588
42.3754,60.5983
42.4153,60.6644
42.538,60.6615
42.6875,60.7191
42.8263,60.6989
43.0061,60.7302
43.1862,60.6853
43.3801,60.618
43.5424,60.5441
43.7647,60.4684
44.0185,60.3984
44.1658,60.2831
44.3599,60.1029
45.2373,59.2524
45.5303,58.862
45.9782,58.2743
46.5181,57.5848
46.982,56.7823
47.6623,55.9732
48.2412,55.0863
48.8517,54.2409
49.5271,53.1416
50.1309,52.0988
50.8349,51.2364
51.4419,50.1654
52.2408,49.0841
52.9866,47.9952
53.8934,47.0842
54.6834,46.1227
55.5821,45.1723
56.3369,44.238
57.111,43.3547
57.7936,42.5634
58.5673,41.7078
59.3566,41.1462
60.1187,40.2445
61.0791,39.3684
62.0118,38.4478
63.1009,37.4004
64.0714,36.4378
65.0938,35.2359
66.0775,34.2672
67.0699,33.0804
68.1228,32.0812
68.9425,31.116
69.6523,30.2358
70.3588,29.2828
70.7734,28.9647
71.108,28.6
71.4672,28.1751
71.6949,27.9422
71.9559,27.655
72.1873,27.4206
72.3088,27.2882
72.479,27.242
72.4255,27.2465
72.353,27.2607
72.3636,27.2267
72.281,27.2681
72.1584,27.2533
71.9818,27.3328
71.8869,27.3551
71.6944,27.3722
71.5039,27.4112
71.3154,27.3737
71.0028,27.3043
70.3617,27.1476
69.758,27.0114
69.2591,26.7768
68.7452,26.4905
68.2189,26.1781
67.5894,25.8914
67.0631,25.5885
66.4204,25.1631
65.7252,24.7694
65.0167,24.2355
64.2639,23.7379
63.3096,23.1913
62.508,22.6949
61.7168,22.2634
60.883,21.7366
60.1044,21.157
59.2455,20.6479
58.4305,20.0725
57.4706,19.4832
56.6052,18.7554
55.6862,18.0883
54.7336,17.4499
53.8903,17.035
52.9296,16.3957
52.0758,15.6794
51.1519,15.031
50.1871,14.3515
49.3333,13.708
48.3534,13.0145
47.6645,12.4453
47.0908,11.9523
46.7068,11.5756
46.2931,11.3177
45.7724,11.1064
45.0973,10.9124
44.4199,10.728
43.6114,10.5151
42.5623,10.1623
41.5297,10.0191
40.4225,9.77345
39.5446,9.51383
38.8955,9.33773
38.4608,9.18114
38.0395,8.96183
37.4689,8.91592
37.0184,8.83114
36.4755,8.80662
35.7613,8.75556
35.1819,8.60592
34.6223,8.48031
34.3569,8.433
34.3712,8.38089
34.427,8.36184
34.5408,8.28441
34.6385,8.24162
34.7064,8.14168
34.7853,7.86151
34.9828,7.63354
35.2261,7.36848
35.5948,6.878
36.0925,6.42139
36.6568,5.83289
37.3128,5.11572
38.1355,4.17165
38.9401,2.99443
39.8347,1.44671
41.0236,-0.478727
42.2655,-2.62358
43.6313,-5.24855
45.2492,-8.16365
