x,y
14.0631,14.2285
13.6918,14.3324
13.3136,14.3786
13.1763,14.4897
12.941,14.4252
12.753,14.2851
12.6527,14.2654
12.5401,14.3582
12.57,14.3666
12.4611,14.3652
12.5126,14.354
12.458,14.3219
12.4668,14.3525
12.4135,14.4158
12.4507,14.3706
12.3864,14.3327
12.4941,14.4239
12.5236,14.5155
12.5685,14.6253
12.6832,14.6482
12.6899,14.6569
12.705,14.6749
12.6712,14.643
12.6301,14.6346
12.6273,14.6367
12.5341,14.6468
12.4595,14.6615
12.386,14.6648
12.3278,14.6776
12.2094,14.6735
12.1003,14.641
11.9823,14.6057
11.877,14.5661
11.6953,14.514
11.4441,14.481
10.8105,14.3784
10.2045,14.2306
9.67213,14.0897
8.99869,13.8922
8.437,13.7005
7.78977,13.553
7.03043,13.4083
6.4013,13.1628
5.61545,12.9998
4.85932,12.7954
4.06016,12.6095
3.25061,12.2574
2.38134,11.9948
1.52103,11.7907
0.773951,11.5597
-0.097542,11.2778
-0.810441,10.9694
-1.68648,10.4416
-2.58093,10.4045
-3.50478,10.026
-4.46848,9.74431
-5.44665,9.43994
-6.49816,9.32406
-7.53999,9.00709
-8.72697,8.88591
-9.86884,8.55588
-10.8246,8.19173
-11.9554,7.70208
-13.1778,7.20897
-14.2983,6.68574
-15.3876,6.2441
-16.5869,5.96159
-17.6701,5.57702
-18.7562,5.29237
-19.8691,5.10088
-20.9087,4.83495
-21.9186,4.67428
-22.7859,4.4759
-23.6933,4.37989
-24.466,4.17737
-25.0391,3.99189
-25.5238,3.634
-25.9631,3.6586
-26.0831,3.5849
-26.1437,3.70798
-26.0839,3.55389
-26.0357,3.53498
-25.9584,3.5543
-25.7937,3.58639
-25.6919,3.49874
-25.54,3.61804
-25.3671,3.61535
-25.1489,3.53909
-24.9411,3.4764
-24.5549,3.17326
-23.6979,2.69513
-22.7848,2.36257
-21.7587,1.85503
-20.7003,1.2815
-19.6656,0.752848
-18.5634,0.175768
-17.6598,-0.119947
-16.5975,-0.616754
-15.3431,-1.06711
-14.2831,-1.67922
-13.105,-2.35068
-12.0317,-2.96081
-10.6898,-3.59043
-9.30091,-4.43534
-7.812,-5.25868
-6.38528,-5.96752
-4.87511,-6.72386
-3.43769,-7.58161
-2.24233,-8.26887
-1.07897,-8.76193
0.206496,-9.62565
1.60784,-10.4384
2.84501,-10.9913
4.24772,-11.9255
5.64656,-12.4935
7.08193,-13.104
8.5063,-13.6663
10.0526,-14.3245
11.5046,-15.0913
12.799,-15.6905
14.0627,-16.465
15.2761,-16.9681
16.37,-17.5453
17.5791,-18.1564
18.5115,-18.568
19.4815,-19.1118
20.4842,-19.6201
21.657,-20.0941
22.6543,-20.6886
23.7214,-21.2785
24.6146,-21.6181
25.3998,-21.9892
25.9599,-22.246
26.1437,-22.4263
26.0634,-22.1999
26.0555,-22.1678
26.0172,-22.024
25.944,-21.9087
25.9198,-21.72
25.961,-21.6239
26.0092,-21.4593
25.7922,-21.1977
25.7477,-21.009
25.5945,-20.7948
25.5801,-20.5266
25.2499,-19.7977
25.0083,-19.2339
24.9123,-18.7137
24.9607,-18.0538
24.7459,-17.257
24.6711,-16.311
24.3229,-15.7161
24.1353,-14.6558
23.956,-13.6453
23.7666,-12.6933
23.7165,-11.6719
23.5986,-10.7073
23.4851,-9.67452
23.2523,-8.55994
23.2292,-7.61949
23.0066,-6.16003
22.8112,-5.0119
22.6293,-3.67613
22.4125,-2.35519
22.0237,-0.885768
21.5792,0.428852
21.1799,1.59903
20.6105,2.81672
20.1284,4.16515
19.9275,5.59884
19.6715,6.64792
19.3707,8.15008
18.9688,9.52662
18.815,10.7754
18.7944,11.9034
18.4684,13.0983
18.053,14.3877
17.7064,15.6447
17.3978,16.9827
16.9901,18.243
16.6659,19.4878
16.6556,20.2793
16.5348,21.1351
16.4436,21.7446
16.3168,22.2099
16.223,22.3404
16.2038,22.348
16.2829,22.2832
16.4057,22.1493
16.5629,22.0799
16.6507,22.0164
16.6632,21.9331
16.6785,21.8767
16.7098,21.8159
16.7785,21.6607
16.8294,21.577
16.9005,21.3095
17.1268,21.06
17.6804,20.6629
18.1796,20.4955
18.5745,22.1014
19.0174,22.4263
