x,y
92.3291,66.7254
91.6866,67.0314
91.06,67.1019
90.3565,67.4555
89.706,67.7005
89.0486,67.8506
88.5178,67.8565
88.1448,68.023
87.9212,68.0424
87.9352,68.0864
88.1142,67.9526
88.2663,67.982
88.4722,68.0607
88.5056,67.9982
88.4747,67.9339
88.4008,67.9263
88.3774,68.0071
88.4333,68.0078
88.4939,68.0066
88.5429,68.0033
88.6082,67.973
88.6453,68.0675
88.6749,68.2
88.7802,68.3592
88.8448,68.5146
88.868,68.6635
88.7595,68.7771
88.5178,68.8588
88.2103,68.9788
87.8447,69.1372
87.4963,69.2537
87.0218,69.4103
86.4518,69.5368
85.5649,69.7109
84.4268,69.9944
83.2147,69.4181
81.7478,69.4425
79.9245,69.6281
77.6151,70.0664
74.8751,70.6317
71.731,70.903
69.1361,71.2275
66.5831,71.7074
63.9611,72.2833
60.9652,72.8368
57.7686,73.5388
54.7307,74.1153
51.9172,74.6684
49.4688,75.0684
47.1745,75.343
45.2166,75.5916
43.5101,75.7551
42.0337,75.7676
40.666,75.7936
39.4347,75.6773
38.4595,75.6359
37.6774,75.4298
37.1127,75.4629
36.865,75.4435
36.8842,75.2629
37.0014,75.2273
37.3169,75.0501
37.6168,74.9377
37.9358,74.9572
38.3209,74.9436
38.6296,74.8889
38.9742,74.7717
39.2203,74.6804
39.4261,74.6542
39.6423,74.4681
39.831,74.3589
40.066,74.1774
40.305,73.943
40.6486,73.477
41.0003,72.7734
41.2066,72.1673
41.3947,71.461
41.5239,70.5878
41.6501,69.6757
41.7795,68.6371
41.8299,67.3571
41.8562,65.962
41.7806,64.4529
41.72,62.6114
41.6846,60.7319
41.634,58.7351
41.5987,56.7271
41.4768,54.6622
41.3022,52.6825
41.1355,50.2846
40.8494,48.2113
40.4951,46.2276
40.1003,44.1972
39.7847,42.2351
39.5163,40.3525
39.1754,38.5686
38.7397,36.9764
38.1897,35.4273
37.454,33.7844
36.6342,32.4773
35.8949,31.0553
35.2865,29.8308
34.7798,28.5376
34.4756,27.1122
34.2841,26.2121
34.0306,25.6177
33.7922,25.1575
33.5526,24.874
33.4117,24.7763
33.2878,24.9106
33.2796,24.8738
33.3374,24.9997
33.4139,25.2348
33.5703,25.3666
33.7136,25.482
33.8159,25.7585
33.915,25.9331
34.145,26.0681
34.4369,26.1087
34.6385,26.2115
34.8661,26.2553
35.0857,26.2791
35.3431,26.3515
35.6114,26.2606
35.9077,26.1893
36.3543,26.0803
37.9402,25.9302
39.3773,25.7999
40.6109,25.7272
41.8548,25.7676
43.3633,25.7927
44.9286,25.8315
46.5359,25.8498
48.4907,25.7883
50.6428,25.8829
53.146,25.9165
55.9638,25.8671
58.6665,25.699
61.1632,25.6773
63.4293,25.6825
65.3501,25.7852
66.9259,26.1807
68.3231,26.6175
69.9165,26.8656
71.3284,27.2234
72.7842,27.288
74.3139,27.3324
75.8155,27.2457
77.139,27.1358
78.1496,27.1287
78.8749,27.1192
79.1785,27.0715
79.2127,27.0841
79.0982,27.189
78.9639,27.1993
78.8759,27.2104
78.8236,27.2104
78.7382,27.2506
78.6914,27.2839
78.5632,26.9031
78.3833,26.9047
78.2449,26.9216
78.1289,26.94
78.0092,26.9848
77.8904,27.0424
77.841,27.1141
77.8166,27.1989
77.8434,27.2718
78.0088,27.3898
78.1863,27.6406
78.4156,27.9771
78.5592,28.3539
78.673,28.8183
78.912,29.7958
79.1108,30.7425
79.3904,31.8682
79.7193,33.1522
80.0838,34.5779
80.5732,36.3103
81.0276,38.2207
81.4601,40.2125
81.7149,42.6312
82.0137,45.0377
82.0086,47.6595
81.9863,50.5251
81.8643,53.2974
81.6844,56.0099
81.5752,58.7778
81.7292,61.3293
81.9009,63.4818
82.1152,65.4353
82.3492,67.0895
82.6196,68.0666
82.842,68.6776
82.9873,68.981
83.2066,69.3356
83.3261,69.175
83.4973,69.8776
83.5146,69.9685
83.6142,70.1048
83.625,70.1054
83.6314,69.9146
83.6037,70.0444
83.6243,69.868
83.5966,69.4052
83.5776,69.2193
83.5256,69.057
83.397,68.8941
83.2932,68.6683
83.1879,68.3954
83.1417,68.1843
83.2387,67.7991
83.498,66.8908
83.6949,66.2343
84.0759,65.3603
84.5253,64.4193
84.9691,63.219
85.4415,61.6207
86.0621,59.8786
86.7789,57.8966
87.6607,56.3463
88.661,53.2138
89.9736,49.4109
91.5131,45.2396
93.012,40.4811
94.7954,35.3438
96.8078,29.155
98.9275,23.3692
