x,y
82.7343,25.23
82.5771,25.415
81.8939,25.0406
80.8706,25.0038
78.9107,25.7039
76.5186,26.7214
73.5531,27.9443
69.8727,29.6498
65.5394,31.7224
60.7087,34.3179
56.2175,36.786
52.1689,39.0346
47.9277,41.7582
44.4226,43.706
41.9322,45.0981
40.2595,45.6956
39.1679,45.8397
38.8267,45.6573
38.9343,45.3145
39.2409,45.0042
39.407,44.5296
39.7051,43.8516
39.9306,43.0949
40.2629,41.5113
40.6756,39.5112
41.374,36.4207
42.5265,32.3482
44.1144,27.4956
45.8998,22.5499
47.5122,17.9771
49.0467,13.1688
50.2434,8.54391
50.9402,4.43171
51.4524,0.897124
51.554,-1.90712
51.4119,-3.86037
51.1995,-5.35178
51.1084,-6.14006
51.0506,-6.19387
51.2995,-6.07319
51.6464,-5.60309
51.7776,-4.73291
52.4143,-3.83423
53.1438,-2.53706
54.18,-1.17329
55.445,0.367072
56.9961,2.21571
59.0029,4.41166
61.216,6.71196
63.5292,9.46927
66.0881,12.1817
68.7069,14.965
71.4563,17.8693
74.1327,20.5006
76.7476,22.7724
79.0251,24.9805
80.8047,26.5179
82.0364,27.5872
82.8883,28.2777
83.4992,28.8716
83.772,29.1164
83.7861,29.0333
