x,y
83.4478,53.2301
83.4901,51.9954
83.6151,50.7062
83.8086,49.1493
83.738,47.6411
83.4213,45.9621
83.33,43.9867
83.2468,41.7349
83.3227,39.0936
83.6728,36.3803
84.1579,32.9831
85.1591,28.5986
85.9582,24.4049
86.08,21.9203
85.7092,19.985
85.7289,17.3486
85.8847,14.4628
85.8705,11.575
85.8167,8.53766
85.5069,6.35649
85.0451,4.47532
84.5674,3.13925
84.1341,1.95606
83.8838,0.803415
83.5109,0.0683388
83.1573,-0.854149
83.051,-1.74131
82.9711,-2.54031
82.7105,-3.22951
82.2704,-3.96085
82.2805,-4.60271
82.269,-4.86092
81.2445,27.1745
80.4248,26.8915
79.1763,27.0158
77.9209,26.7739
76.4519,26.052
74.4989,26.0333
72.3347,25.851
69.9895,25.8334
68.014,25.4833
66.0922,24.7631
64.0174,24.8659
62.0572,24.0671
59.989,23.693
57.7852,23.3977
55.9264,22.831
54.0686,22.2411
52.2194,21.877
50.5629,21.3283
48.8377,20.6466
47.0542,20.1855
45.7231,19.9441
44.2578,19.6277
42.9658,19.3852
41.7554,19.0339
40.7117,18.8633
39.6799,18.9113
38.6301,18.9553
37.6978,18.7596
36.9904,18.5731
36.1618,18.7038
