x,y
87.4653,72.4294
87.6463,71.9578
87.9119,71.8427
88.0837,71.6946
88.1962,71.3744
88.1064,71.1918
87.8549,70.9103
87.5623,70.7647
86.9935,70.5416
86.3637,70.4199
85.9638,70.3077
85.7061,70.3707
85.3353,70.265
85.0569,70.1146
84.5933,69.7575
83.3283,69.6662
81.8287,69.5239
80.3937,69.1559
78.8398,69.1497
77.1585,68.9853
75.0344,68.2757
72.8646,67.4705
71.0097,67.2599
68.4297,66.1557
66.3253,66.6703
63.8609,66.0922
60.8548,65.5719
58.0925,65.0423
55.3861,64.3944
52.5602,63.8535
49.9457,63.2641
47.2338,62.3162
44.9582,61.3948
42.9238,60.4345
41.5896,59.4475
40.3481,59.4008
39.3107,58.8909
38.6704,58.3361
37.9936,57.4851
37.4262,57.5974
36.936,57.174
36.3563,56.8501
35.8186,56.4114
35.3476,55.9774
34.9983,55.6756
34.8498,55.818
34.8703,55.4002
34.9555,55.2716
35.0885,55.5989
35.2402,55.6336
35.4296,55.3257
35.594,55.1236
35.8429,55.0701
36.0626,55.2752
36.4312,55.3268
37.1098,55.0472
38.1295,54.5427
39.2232,54.0901
40.518,53.3665
41.9045,52.4457
43.3097,51.8317
44.6795,51.107
46.2765,50.2758
47.9783,49.2827
49.9497,48.1054
51.9156,46.7435
54.1211,45.7792
56.4165,44.6529
58.7521,43.3274
61.043,41.9375
63.1592,40.5256
65.1786,39.2188
67.1434,37.8987
69.0821,36.3866
70.679,35.1891
72.4337,34.0713
74.3794,32.5091
76.3243,31.0367
78.3474,29.215
79.8677,28.5226
81.5098,27.647
83.1485,26.32
84.5022,25.2348
85.6045,24.5225
86.4508,24.3016
87.3808,23.7619
88.1967,23.1531
88.8984,22.9534
89.4851,22.6869
90.1163,22.7421
90.6478,23.1576
91.1333,23.8625
91.6275,24.67
91.9156,25.5447
91.9035,26.4353
91.5478,27.8621
91.1936,29.0748
90.549,31.0999
90.0783,32.3844
89.5003,33.8662
88.9489,36.0001
88.532,38.1352
88.5129,40.4963
88.3941,43.1209
88.646,45.5362
88.9753,48.0137
89.1928,50.3213
89.646,53.3241
90.0907,55.3393
90.1891,57.1736
90.1361,58.9486
90.2801,60.222
90.5298,61.1768
90.8054,61.6312
91.2056,62.2018
91.5679,62.5992
91.8508,63.1096
91.9853,63.1601
92.0437,62.9288
92.4362,62.9171
92.767,62.8117
93.8618,62.6409
94.602,63.0501
95.1045,63.2212
95.6211,63.005
96.5464,63.0335
96.9352,63.2278
97.0858,63.6676
97.0546,63.8332
96.7853,63.9733
56.6518,79.301
56.6576,78.5003
56.6441,77.633
56.5903,77.1023
56.5565,76.6899
56.534,76.4111
56.5146,76.0037
56.5284,75.4586
56.4105,74.9268
56.1691,74.3968
56.1019,73.8556
55.9552,72.9238
55.7778,71.8407
55.4567,70.7622
55.1047,69.5979
54.6623,68.8381
54.3673,67.3769
53.9476,65.8377
53.5889,64.1621
53.1701,62.3253
52.6644,60.2314
52.3217,58.1154
51.836,56.134
51.2769,53.7561
50.7624,51.204
50.1751,48.1718
49.538,45.5531
49.2835,42.6612
48.6259,40.4448
47.8486,38.0769
46.8917,35.6854
46.0045,33.5949
45.2069,31.4732
44.277,30.035
43.3871,28.6417
42.4092,27.9312
41.6577,26.9329
41.0518,26.0613
40.6643,24.9637
40.022,24.7984
39.7486,24.5219
39.5855,24.3193
39.378,24.584
39.4178,24.2788
39.4225,24.4363
39.506,24.9349
39.7041,24.9925
39.679,25.4719
39.8167,25.764
40.3501,25.2917
40.6006,25.8358
40.9999,26.3284
42.6137,27.635
44.9626,28.7872
47.6839,29.8167
50.1629,31.3501
52.7232,32.781
55.1034,34.2188
57.4753,35.5622
59.964,36.8852
62.3755,38.2483
65.087,39.5853
68.2274,41.0046
72.0391,42.8129
76.1032,44.3975
81.877,45.9818
88.3283,46.9072
92.6618,47.4693
96.1149,48.3967
99.5781,48.9796
102.377,49.3607
103.891,49.8722
104.953,50.3326
105.57,50.742
105.889,51.2318
105.964,51.3755
105.884,51.3066
105.816,51.1671
105.811,50.8516
105.723,50.735
105.733,50.6702
105.609,50.7302
105.643,50.6334
105.578,50.7143
105.483,50.7706
105.373,50.859
105.236,51.0887
105.056,50.9222
104.614,51.6277
103.968,51.9565
103.432,52.1681
102.749,52.593
101.86,52.923
100.848,53.4755
99.7105,53.9747
98.6377,54.6173
97.2583,55.07
95.7065,55.8138
94.3606,56.5439
92.7443,57.5582
91.1491,58.7501
89.3494,59.6752
87.3691,60.4805
85.2824,61.4397
82.9407,62.1947
80.0887,63.5255
76.7564,64.9158
73.2334,66.3478
70.1323,67.3999
67.019,69.1956
63.8502,71.0948
60.9966,72.5657
58.383,73.9717
56.1848,75.0852
54.4696,76.5847
53.1383,77.8755
51.9467,78.7225
51.3535,79.3343
51.1463,79.7533
51.1081,80.0733
51.214,80.1757
